DateTime,Breathing
2024-12-03 14:49:30.035000+00:00,539
2024-12-03 14:49:30.074000+00:00,539
2024-12-03 14:49:30.113000+00:00,538
2024-12-03 14:49:30.152000+00:00,537
2024-12-03 14:49:30.191000+00:00,537
2024-12-03 14:49:30.230000+00:00,536
2024-12-03 14:49:30.269000+00:00,534
2024-12-03 14:49:30.308000+00:00,532
2024-12-03 14:49:30.347000+00:00,530
2024-12-03 14:49:30.386000+00:00,529
2024-12-03 14:49:30.425000+00:00,527
2024-12-03 14:49:30.464000+00:00,526
2024-12-03 14:49:30.503000+00:00,525
2024-12-03 14:49:30.542000+00:00,523
2024-12-03 14:49:30.581000+00:00,523
2024-12-03 14:49:30.621000+00:00,523
2024-12-03 14:49:30.660000+00:00,523
2024-12-03 14:49:30.699000+00:00,524
2024-12-03 14:49:30.738000+00:00,522
2024-12-03 14:49:30.777000+00:00,520
2024-12-03 14:49:30.816000+00:00,518
2024-12-03 14:49:30.855000+00:00,515
2024-12-03 14:49:30.894000+00:00,514
2024-12-03 14:49:30.933000+00:00,512
2024-12-03 14:49:30.972000+00:00,512
2024-12-03 14:49:31.011000+00:00,514
2024-12-03 14:49:31.050000+00:00,515
2024-12-03 14:49:31.089000+00:00,517
2024-12-03 14:49:31.128000+00:00,519
2024-12-03 14:49:31.167000+00:00,520
2024-12-03 14:49:31.206000+00:00,521
2024-12-03 14:49:31.246000+00:00,521
2024-12-03 14:49:31.285000+00:00,521
2024-12-03 14:49:31.324000+00:00,522
2024-12-03 14:49:31.363000+00:00,522
2024-12-03 14:49:31.402000+00:00,520
2024-12-03 14:49:31.441000+00:00,517
2024-12-03 14:49:31.480000+00:00,515
2024-12-03 14:49:31.519000+00:00,513
2024-12-03 14:49:31.558000+00:00,510
2024-12-03 14:49:31.597000+00:00,508
2024-12-03 14:49:31.636000+00:00,505
2024-12-03 14:49:31.675000+00:00,504
2024-12-03 14:49:31.714000+00:00,502
2024-12-03 14:49:31.753000+00:00,502
2024-12-03 14:49:31.792000+00:00,502
2024-12-03 14:49:31.831000+00:00,501
2024-12-03 14:49:31.871000+00:00,503
2024-12-03 14:49:31.910000+00:00,503
2024-12-03 14:49:31.949000+00:00,504
2024-12-03 14:49:31.988000+00:00,505
2024-12-03 14:49:32.027000+00:00,505
2024-12-03 14:49:32.066000+00:00,505
2024-12-03 14:49:32.105000+00:00,506
2024-12-03 14:49:32.144000+00:00,506
2024-12-03 14:49:32.183000+00:00,506
2024-12-03 14:49:32.222000+00:00,505
2024-12-03 14:49:32.261000+00:00,505
2024-12-03 14:49:32.300000+00:00,504
2024-12-03 14:49:32.339000+00:00,504
2024-12-03 14:49:32.378000+00:00,503
2024-12-03 14:49:32.417000+00:00,503
2024-12-03 14:49:32.456000+00:00,503
2024-12-03 14:49:32.496000+00:00,503
2024-12-03 14:49:32.535000+00:00,503
2024-12-03 14:49:32.574000+00:00,503
2024-12-03 14:49:32.613000+00:00,503
2024-12-03 14:49:32.652000+00:00,502
2024-12-03 14:49:32.691000+00:00,502
2024-12-03 14:49:32.730000+00:00,502
2024-12-03 14:49:32.769000+00:00,502
2024-12-03 14:49:32.808000+00:00,502
2024-12-03 14:49:32.847000+00:00,502
2024-12-03 14:49:32.886000+00:00,502
2024-12-03 14:49:32.925000+00:00,502
2024-12-03 14:49:32.964000+00:00,502
2024-12-03 14:49:33.003000+00:00,502
2024-12-03 14:49:33.042000+00:00,503
2024-12-03 14:49:33.081000+00:00,503
2024-12-03 14:49:33.121000+00:00,503
2024-12-03 14:49:33.160000+00:00,503
2024-12-03 14:49:33.199000+00:00,504
2024-12-03 14:49:33.238000+00:00,504
2024-12-03 14:49:33.277000+00:00,505
2024-12-03 14:49:33.316000+00:00,506
2024-12-03 14:49:33.355000+00:00,506
2024-12-03 14:49:33.394000+00:00,507
2024-12-03 14:49:33.433000+00:00,507
2024-12-03 14:49:33.472000+00:00,507
2024-12-03 14:49:33.511000+00:00,507
2024-12-03 14:49:33.550000+00:00,507
2024-12-03 14:49:33.589000+00:00,508
2024-12-03 14:49:33.628000+00:00,508
2024-12-03 14:49:33.667000+00:00,508
2024-12-03 14:49:33.706000+00:00,508
2024-12-03 14:49:33.746000+00:00,508
2024-12-03 14:49:33.785000+00:00,508
2024-12-03 14:49:33.824000+00:00,508
2024-12-03 14:49:33.863000+00:00,508
2024-12-03 14:49:33.902000+00:00,508
2024-12-03 14:49:33.941000+00:00,509
2024-12-03 14:49:33.980000+00:00,509
2024-12-03 14:49:34.019000+00:00,511
2024-12-03 14:49:34.058000+00:00,512
2024-12-03 14:49:34.097000+00:00,513
2024-12-03 14:49:34.136000+00:00,516
2024-12-03 14:49:34.175000+00:00,517
2024-12-03 14:49:34.214000+00:00,518
2024-12-03 14:49:34.253000+00:00,518
2024-12-03 14:49:34.292000+00:00,518
2024-12-03 14:49:34.331000+00:00,517
2024-12-03 14:49:34.371000+00:00,517
